,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
5191,17.0,4,8.0,4,8,3,4,0,0.0,0.0,16.0,39
5192,32.0,4,13.0,2,4,4,4,1,15024.0,0.0,45.0,39
5193,61.0,0,9.0,6,0,0,4,0,0.0,0.0,36.0,39
5194,38.0,4,9.0,2,7,4,4,1,0.0,0.0,40.0,5
5195,43.0,2,10.0,0,1,1,4,0,0.0,0.0,40.0,39
5196,40.0,7,16.0,2,10,4,1,1,0.0,0.0,40.0,36
5197,63.0,4,13.0,2,12,4,4,1,0.0,1740.0,35.0,39
5198,76.0,0,10.0,2,0,4,4,1,0.0,0.0,20.0,39
5199,42.0,4,12.0,0,1,1,4,0,0.0,0.0,40.0,39
5200,43.0,1,13.0,4,4,0,4,1,0.0,0.0,40.0,39
5201,76.0,6,14.0,2,10,4,4,1,0.0,0.0,30.0,0
5202,41.0,2,15.0,2,10,4,4,1,0.0,2415.0,45.0,39
5203,17.0,4,6.0,4,10,3,4,1,0.0,0.0,20.0,39
5204,30.0,6,9.0,4,3,0,4,1,0.0,0.0,40.0,39
5205,30.0,4,13.0,4,10,0,4,1,0.0,0.0,50.0,20
5206,22.0,4,10.0,4,8,0,4,1,0.0,0.0,25.0,39
5207,53.0,0,13.0,0,0,2,3,0,0.0,0.0,20.0,39
5208,28.0,4,9.0,4,8,1,2,0,0.0,0.0,52.0,39
5209,25.0,0,11.0,4,0,3,4,0,3418.0,0.0,40.0,39
5210,24.0,4,10.0,4,12,2,2,0,0.0,0.0,40.0,39
5211,47.0,4,6.0,2,7,4,4,1,0.0,0.0,40.0,39
5212,34.0,6,11.0,4,5,0,4,1,0.0,0.0,50.0,39
5213,26.0,4,10.0,4,12,2,4,0,0.0,0.0,20.0,39
5214,63.0,0,13.0,6,0,0,0,0,0.0,0.0,56.0,39
5215,25.0,4,11.0,2,4,4,4,1,0.0,0.0,75.0,39
5216,28.0,4,13.0,4,12,0,4,1,0.0,0.0,45.0,39
5217,36.0,4,9.0,4,3,0,4,0,0.0,0.0,40.0,39
5218,24.0,4,13.0,4,4,0,4,1,0.0,0.0,40.0,39
5219,51.0,5,13.0,2,4,5,1,0,0.0,0.0,35.0,36
5220,44.0,4,13.0,2,10,4,4,1,0.0,0.0,50.0,39
5221,18.0,4,8.0,4,1,3,4,1,0.0,0.0,12.0,39
5222,54.0,1,10.0,2,10,4,4,1,0.0,0.0,40.0,39
5223,61.0,4,10.0,0,1,0,4,0,0.0,0.0,40.0,39
5224,51.0,4,13.0,2,4,4,4,1,0.0,0.0,45.0,39
5225,43.0,4,4.0,2,7,4,4,1,0.0,0.0,40.0,39
5226,51.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
5227,50.0,2,9.0,2,4,5,2,0,0.0,0.0,40.0,39
5228,27.0,0,9.0,4,0,0,4,0,0.0,0.0,25.0,39
5229,24.0,4,10.0,2,6,4,4,1,0.0,0.0,30.0,39
5230,20.0,7,10.0,2,8,4,4,1,0.0,0.0,20.0,39
5231,52.0,4,13.0,0,4,0,4,1,0.0,0.0,40.0,39
5232,57.0,2,4.0,0,8,0,4,1,0.0,0.0,40.0,39
5233,49.0,5,10.0,2,12,4,4,1,0.0,0.0,60.0,39
5234,42.0,5,13.0,2,1,5,4,0,0.0,0.0,35.0,0
5235,22.0,4,7.0,4,12,0,4,0,0.0,0.0,40.0,39
5236,38.0,4,10.0,2,13,4,4,1,0.0,0.0,40.0,39
5237,21.0,4,10.0,4,12,3,4,0,0.0,0.0,20.0,39
5238,39.0,1,13.0,2,11,4,4,1,0.0,1887.0,60.0,39
5239,52.0,6,10.0,4,10,3,4,0,0.0,0.0,35.0,39
5240,25.0,4,12.0,4,13,3,4,0,0.0,0.0,40.0,39
5241,50.0,4,10.0,3,8,0,4,0,0.0,0.0,40.0,5
5242,35.0,7,10.0,2,4,4,4,1,0.0,0.0,80.0,39
5243,50.0,4,11.0,5,10,1,4,0,0.0,0.0,40.0,39
5244,58.0,4,9.0,2,3,4,4,1,0.0,0.0,25.0,39
5245,48.0,1,13.0,0,4,0,4,1,0.0,0.0,45.0,39
5246,30.0,4,10.0,0,1,0,4,0,0.0,0.0,35.0,2
5247,18.0,4,7.0,4,6,3,4,1,0.0,0.0,12.0,39
5248,29.0,6,9.0,2,3,4,4,1,0.0,0.0,40.0,39
5249,52.0,6,10.0,2,12,4,4,1,0.0,0.0,45.0,39
5250,63.0,4,9.0,2,12,4,4,1,4064.0,0.0,40.0,39
5251,36.0,2,14.0,2,10,5,4,0,0.0,0.0,40.0,39
5252,24.0,4,10.0,4,7,3,4,0,0.0,0.0,42.0,39
5253,30.0,2,12.0,4,11,0,2,1,0.0,0.0,40.0,39
5254,23.0,4,9.0,2,7,4,3,1,0.0,0.0,40.0,26
5255,35.0,0,9.0,0,0,1,4,0,0.0,0.0,20.0,39
5256,21.0,4,13.0,4,8,3,4,0,0.0,0.0,20.0,39
5257,28.0,4,10.0,4,3,0,4,1,0.0,0.0,43.0,26
5258,20.0,4,9.0,4,1,3,4,1,0.0,0.0,40.0,39
5259,18.0,4,7.0,4,8,3,4,1,0.0,0.0,20.0,34
5260,21.0,4,10.0,4,1,3,4,0,0.0,0.0,15.0,39
5261,27.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,39
5262,42.0,4,10.0,0,13,0,4,0,0.0,0.0,40.0,39
5263,21.0,4,10.0,4,8,3,4,0,0.0,0.0,30.0,39
5264,51.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39
5265,27.0,1,13.0,4,1,0,4,0,0.0,0.0,40.0,39
5266,23.0,6,9.0,4,14,3,4,1,0.0,0.0,40.0,39
5267,57.0,4,10.0,2,12,4,4,1,0.0,1902.0,40.0,39
5268,22.0,7,13.0,4,10,3,4,0,0.0,0.0,12.0,39
5269,59.0,4,5.0,2,14,4,4,1,0.0,0.0,60.0,39
5270,38.0,4,9.0,0,14,0,4,1,0.0,0.0,40.0,39
5271,20.0,4,9.0,4,14,2,4,1,0.0,0.0,40.0,39
5272,90.0,4,5.0,4,1,0,4,0,0.0,0.0,40.0,39
5273,35.0,4,11.0,2,12,4,4,1,0.0,0.0,40.0,39
5274,50.0,4,9.0,2,11,4,4,1,0.0,0.0,38.0,39
5275,45.0,4,16.0,2,10,4,4,1,0.0,0.0,50.0,39
5276,44.0,4,14.0,2,4,4,4,1,0.0,0.0,50.0,39
5277,23.0,4,12.0,4,10,3,4,1,0.0,0.0,40.0,39
5278,34.0,4,7.0,2,6,4,4,1,0.0,0.0,40.0,26
5279,23.0,5,13.0,0,12,0,4,0,0.0,0.0,43.0,39
5280,39.0,7,10.0,2,11,4,4,1,0.0,0.0,40.0,39
5281,19.0,4,10.0,4,6,0,4,1,0.0,0.0,55.0,39
5282,54.0,4,10.0,2,4,4,4,1,0.0,0.0,40.0,39
5283,40.0,4,14.0,0,10,0,4,1,0.0,0.0,43.0,39
5284,44.0,4,10.0,4,12,3,4,1,0.0,0.0,50.0,39
5285,31.0,5,10.0,2,1,5,4,0,0.0,0.0,20.0,39
5286,25.0,4,5.0,5,6,2,4,1,0.0,0.0,40.0,8
5287,33.0,4,13.0,2,4,5,4,0,0.0,0.0,32.0,39
5288,32.0,4,9.0,4,14,0,4,1,0.0,0.0,60.0,39
5289,36.0,4,6.0,2,7,4,4,1,0.0,0.0,40.0,39
5290,47.0,6,10.0,2,10,4,3,1,0.0,0.0,55.0,39
5291,80.0,4,14.0,6,10,0,4,0,0.0,0.0,10.0,39
5292,21.0,4,10.0,4,12,3,4,0,0.0,0.0,8.0,39
5293,35.0,6,10.0,2,5,4,4,1,0.0,0.0,60.0,39
5294,77.0,0,14.0,0,0,0,4,1,0.0,0.0,45.0,39
5295,30.0,4,9.0,2,14,4,4,1,5013.0,0.0,40.0,39
5296,35.0,0,9.0,2,0,4,4,1,0.0,0.0,40.0,39
5297,49.0,4,4.0,2,6,4,4,1,0.0,0.0,40.0,39
5298,33.0,4,9.0,2,1,5,4,0,0.0,1740.0,25.0,39
5299,53.0,6,10.0,2,5,4,4,1,0.0,0.0,45.0,39
5300,41.0,4,9.0,0,6,1,4,1,0.0,0.0,55.0,39
5301,57.0,4,13.0,2,7,4,4,1,0.0,0.0,40.0,31
5302,21.0,0,10.0,4,0,3,4,0,0.0,0.0,25.0,39
5303,19.0,4,10.0,4,8,3,4,0,0.0,0.0,40.0,39
5304,28.0,4,13.0,4,4,3,4,0,0.0,0.0,45.0,39
5305,42.0,1,14.0,0,1,0,4,1,0.0,2001.0,60.0,39
5306,29.0,6,10.0,2,5,4,4,1,0.0,0.0,55.0,39
5307,38.0,0,11.0,5,0,1,4,0,0.0,0.0,25.0,39
5308,26.0,4,10.0,4,8,3,4,1,0.0,0.0,20.0,39
5309,41.0,4,10.0,4,3,1,4,1,0.0,3004.0,60.0,0
5310,40.0,4,10.0,0,4,0,4,0,0.0,0.0,40.0,39
5311,36.0,6,16.0,4,10,0,4,1,0.0,0.0,40.0,39
5312,28.0,4,9.0,2,4,4,4,1,0.0,0.0,40.0,39
5313,25.0,6,13.0,4,1,0,2,0,0.0,0.0,20.0,39
5314,42.0,6,9.0,2,5,4,4,1,0.0,0.0,60.0,39
5315,32.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39
5316,32.0,4,12.0,4,1,3,4,1,0.0,0.0,30.0,39
5317,37.0,4,3.0,2,3,4,4,1,0.0,0.0,40.0,39
5318,39.0,2,9.0,2,11,4,4,1,0.0,0.0,56.0,39
5319,49.0,4,13.0,2,3,4,4,1,0.0,0.0,40.0,39
5320,28.0,0,9.0,4,0,0,2,1,0.0,0.0,40.0,39
5321,24.0,0,5.0,4,0,3,4,0,0.0,0.0,20.0,39
5322,19.0,4,9.0,4,12,0,4,0,0.0,0.0,40.0,39
5323,31.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39
5324,40.0,4,9.0,0,7,0,4,0,0.0,0.0,40.0,39
5325,29.0,4,4.0,4,6,3,4,1,0.0,0.0,30.0,26
5326,59.0,4,9.0,2,5,4,4,1,0.0,0.0,48.0,39
5327,52.0,4,12.0,2,11,4,4,1,0.0,0.0,40.0,39
5328,27.0,4,13.0,4,4,3,4,1,0.0,0.0,40.0,39
5329,45.0,2,13.0,2,10,4,4,1,0.0,0.0,45.0,39
5330,58.0,4,13.0,2,8,4,1,1,0.0,0.0,40.0,35
5331,53.0,4,13.0,4,4,3,4,1,0.0,0.0,40.0,5
5332,23.0,4,9.0,4,6,3,4,1,0.0,0.0,25.0,39
5333,35.0,4,7.0,0,6,2,4,1,0.0,0.0,40.0,39
5334,49.0,4,9.0,2,4,4,4,1,0.0,0.0,40.0,39
5335,49.0,4,12.0,0,4,0,4,0,0.0,0.0,40.0,39
5336,25.0,4,8.0,4,3,0,4,1,0.0,0.0,40.0,39
5337,47.0,4,14.0,0,10,1,4,0,0.0,0.0,50.0,39
5338,28.0,4,12.0,0,1,0,4,0,0.0,0.0,40.0,39
5339,20.0,4,10.0,4,4,0,4,0,0.0,0.0,30.0,39
5340,74.0,0,3.0,2,0,4,4,1,0.0,0.0,56.0,26
5341,19.0,4,9.0,4,7,3,4,1,0.0,0.0,24.0,39
5342,28.0,4,9.0,2,7,4,4,1,2580.0,0.0,40.0,39
5343,31.0,4,10.0,0,1,1,2,0,0.0,0.0,40.0,39
5344,61.0,0,10.0,3,0,0,4,1,0.0,0.0,40.0,39
5345,30.0,4,11.0,2,6,4,4,1,0.0,0.0,53.0,39
5346,20.0,0,10.0,4,0,3,4,1,0.0,0.0,40.0,11
5347,35.0,4,4.0,2,7,4,4,1,0.0,0.0,40.0,0
5348,23.0,4,13.0,4,8,3,4,1,0.0,0.0,40.0,39
5349,25.0,4,13.0,2,4,5,4,0,0.0,0.0,30.0,39
5350,19.0,4,9.0,4,8,3,4,1,0.0,0.0,30.0,39
5351,30.0,4,14.0,4,10,0,4,1,0.0,0.0,45.0,39
5352,26.0,4,9.0,4,3,3,4,1,0.0,0.0,35.0,39
5353,34.0,2,9.0,2,14,4,4,1,0.0,0.0,45.0,39
5354,49.0,4,13.0,0,4,1,2,0,0.0,0.0,40.0,39
5355,35.0,4,10.0,2,6,4,4,1,0.0,2042.0,40.0,39
5356,38.0,4,9.0,4,12,3,4,0,0.0,0.0,40.0,39
5357,36.0,4,9.0,2,6,4,2,1,0.0,0.0,20.0,39
5358,33.0,4,9.0,2,10,4,0,1,0.0,0.0,48.0,39
5359,54.0,4,10.0,4,8,0,4,0,0.0,0.0,40.0,39
5360,19.0,2,9.0,4,3,3,4,1,0.0,0.0,40.0,39
5361,18.0,3,6.0,4,0,3,4,1,0.0,0.0,40.0,39
5362,60.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
5363,28.0,6,9.0,4,3,3,4,1,0.0,0.0,40.0,39
5364,43.0,6,9.0,2,12,4,4,1,0.0,0.0,40.0,39
5365,49.0,2,3.0,2,8,4,4,1,0.0,0.0,40.0,39
5366,25.0,4,13.0,4,10,3,4,1,0.0,0.0,70.0,39
5367,17.0,4,6.0,4,12,3,4,1,0.0,0.0,20.0,39
5368,41.0,5,13.0,2,12,4,4,1,0.0,0.0,60.0,39
5369,30.0,4,10.0,2,14,4,2,1,0.0,0.0,35.0,39
5370,90.0,2,14.0,2,4,4,4,1,20051.0,0.0,60.0,39
5371,25.0,4,9.0,4,11,2,4,1,0.0,0.0,40.0,39
5372,27.0,4,11.0,2,12,4,4,1,0.0,0.0,35.0,39
5373,29.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
5374,55.0,4,10.0,2,11,4,2,1,0.0,0.0,40.0,0
5375,31.0,1,13.0,4,4,0,2,0,0.0,0.0,40.0,39
5376,43.0,4,11.0,2,3,4,4,1,0.0,0.0,99.0,39
5377,63.0,4,14.0,5,10,0,4,0,0.0,0.0,40.0,39
5378,46.0,4,4.0,2,14,4,4,1,0.0,0.0,40.0,39
5379,59.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
5380,42.0,4,13.0,2,4,5,2,0,0.0,0.0,50.0,39
5381,26.0,4,13.0,4,1,0,4,0,0.0,0.0,20.0,39
5382,26.0,4,10.0,2,12,4,4,1,0.0,0.0,45.0,39
5383,20.0,0,10.0,4,0,3,4,0,0.0,0.0,30.0,39
5384,19.0,0,9.0,4,0,0,2,0,0.0,0.0,40.0,39
5385,61.0,4,5.0,0,6,0,4,1,0.0,0.0,40.0,33
5386,23.0,7,9.0,2,4,4,4,1,0.0,0.0,40.0,39
5387,24.0,4,9.0,2,1,5,4,0,0.0,0.0,40.0,39
5388,35.0,4,13.0,0,13,1,4,1,7430.0,0.0,40.0,11
5389,42.0,6,9.0,2,12,4,4,1,0.0,0.0,12.0,39
5390,31.0,4,8.0,0,8,1,4,0,0.0,0.0,21.0,39
5391,31.0,4,9.0,2,7,5,4,0,0.0,0.0,55.0,39
5392,63.0,4,13.0,6,1,0,4,0,0.0,0.0,25.0,39
5393,29.0,7,11.0,4,13,0,4,0,0.0,1590.0,64.0,39
5394,43.0,7,13.0,2,10,4,4,1,0.0,0.0,40.0,39
5395,22.0,4,13.0,4,1,0,1,0,0.0,0.0,10.0,40
5396,17.0,4,7.0,4,8,3,4,1,0.0,0.0,25.0,39
5397,23.0,6,13.0,4,1,3,4,1,0.0,2231.0,40.0,39
5398,35.0,4,5.0,0,3,0,4,1,0.0,0.0,45.0,39
5399,32.0,4,9.0,0,8,1,3,0,0.0,0.0,28.0,39
5400,50.0,5,13.0,2,4,4,4,1,15024.0,0.0,60.0,39
5401,25.0,4,9.0,4,14,2,4,1,0.0,0.0,40.0,0
5402,26.0,2,14.0,3,10,0,4,0,0.0,0.0,40.0,39
5403,32.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
5404,29.0,4,11.0,2,3,4,4,1,0.0,0.0,50.0,39
5405,57.0,4,10.0,2,10,4,4,1,0.0,0.0,40.0,39
5406,90.0,4,14.0,4,4,0,2,1,0.0,0.0,50.0,39
5407,35.0,4,11.0,0,10,1,4,0,0.0,0.0,40.0,39
5408,31.0,6,10.0,2,12,4,2,1,0.0,0.0,60.0,39
5409,60.0,4,9.0,0,12,0,4,0,0.0,0.0,33.0,39
5410,21.0,4,11.0,2,1,2,4,0,0.0,1579.0,40.0,39
5411,71.0,2,14.0,6,10,0,4,0,0.0,0.0,40.0,39
5412,22.0,4,11.0,4,8,3,4,1,0.0,0.0,30.0,39
5413,50.0,2,9.0,0,1,0,4,0,0.0,0.0,40.0,39
5414,37.0,4,10.0,2,12,4,4,1,0.0,0.0,45.0,39
5415,23.0,4,9.0,4,1,3,1,0,0.0,0.0,40.0,40
5416,74.0,4,9.0,2,8,4,4,1,0.0,0.0,30.0,39
5417,67.0,4,10.0,2,12,4,4,1,0.0,1844.0,70.0,39
5418,59.0,4,10.0,2,3,4,4,1,0.0,0.0,43.0,39
5419,28.0,4,9.0,2,14,4,4,1,0.0,1740.0,40.0,39
5420,45.0,4,9.0,2,5,4,0,1,0.0,0.0,40.0,39
5421,63.0,6,10.0,2,5,4,4,1,0.0,0.0,20.0,39
5422,39.0,4,13.0,4,10,0,4,0,0.0,0.0,63.0,39
5423,33.0,7,10.0,0,8,1,2,0,0.0,0.0,40.0,39
5424,32.0,4,13.0,4,8,0,1,1,0.0,0.0,40.0,35
5425,34.0,4,13.0,2,4,4,4,1,0.0,1977.0,45.0,39
5426,39.0,4,9.0,4,6,2,4,1,0.0,0.0,40.0,39
5427,29.0,7,14.0,2,1,4,4,1,0.0,0.0,36.0,39
5428,22.0,4,9.0,2,7,4,4,1,0.0,0.0,40.0,39
5429,53.0,4,13.0,0,12,0,4,0,13550.0,0.0,43.0,39
5430,46.0,4,11.0,2,3,4,4,1,0.0,0.0,42.0,39
5431,51.0,4,10.0,2,8,5,4,0,0.0,0.0,40.0,39
5432,44.0,4,15.0,0,10,0,4,0,2354.0,0.0,99.0,39
5433,56.0,7,9.0,0,1,0,4,0,0.0,0.0,40.0,39
5434,27.0,4,13.0,4,1,3,2,0,0.0,0.0,40.0,39
5435,52.0,4,5.0,3,7,0,1,0,0.0,0.0,30.0,3
5436,39.0,4,13.0,4,10,0,4,1,0.0,0.0,40.0,39
5437,45.0,1,10.0,2,4,4,4,1,7688.0,0.0,40.0,39
5438,37.0,4,10.0,2,3,4,4,1,0.0,0.0,45.0,39
5439,33.0,4,9.0,0,1,3,4,1,0.0,0.0,40.0,39
5440,35.0,0,9.0,4,0,0,4,0,0.0,0.0,4.0,39
5441,46.0,4,3.0,2,3,5,4,0,0.0,0.0,45.0,22
5442,35.0,4,8.0,2,3,5,4,0,0.0,0.0,50.0,39
5443,33.0,4,9.0,2,4,4,2,1,0.0,0.0,50.0,39
5444,48.0,4,13.0,2,12,4,4,1,0.0,0.0,40.0,39
5445,32.0,4,9.0,0,7,3,4,1,0.0,0.0,50.0,39
5446,18.0,0,6.0,4,0,3,4,1,0.0,0.0,40.0,39
5447,20.0,4,10.0,4,8,3,4,0,0.0,0.0,32.0,39
5448,35.0,4,9.0,4,14,3,1,1,0.0,0.0,60.0,39
5449,19.0,4,9.0,4,6,3,4,0,0.0,0.0,25.0,39
5450,21.0,4,9.0,4,12,3,4,0,0.0,0.0,40.0,0
5451,56.0,4,7.0,5,7,0,4,0,0.0,0.0,40.0,39
5452,28.0,4,13.0,4,1,3,4,0,0.0,0.0,16.0,8
5453,45.0,4,9.0,0,3,1,4,0,0.0,0.0,40.0,39
5454,32.0,4,11.0,2,1,5,4,0,0.0,0.0,45.0,39
5455,44.0,4,13.0,2,3,4,4,1,0.0,0.0,12.0,39
5456,55.0,4,9.0,2,10,4,4,1,0.0,0.0,40.0,39
5457,34.0,4,10.0,2,1,4,4,1,0.0,0.0,40.0,39
5458,33.0,4,14.0,2,10,4,4,1,0.0,0.0,40.0,39
5459,36.0,4,13.0,4,4,3,4,1,0.0,0.0,55.0,39
5460,25.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,39
5461,28.0,4,13.0,4,12,0,4,1,0.0,0.0,40.0,39
5462,39.0,4,13.0,2,12,4,4,1,7298.0,0.0,55.0,39
5463,53.0,4,6.0,3,7,0,4,0,0.0,0.0,40.0,4
5464,47.0,4,9.0,0,4,0,0,0,3325.0,0.0,45.0,39
5465,49.0,5,11.0,0,4,0,4,1,0.0,0.0,60.0,39
5466,22.0,4,9.0,4,6,3,0,1,0.0,0.0,40.0,39
5467,31.0,4,10.0,4,1,2,4,1,0.0,0.0,40.0,39
5468,44.0,5,10.0,0,8,1,4,1,0.0,0.0,80.0,39
5469,19.0,4,9.0,4,10,3,4,1,0.0,0.0,40.0,39
5470,37.0,6,9.0,0,3,0,4,1,0.0,0.0,40.0,39
5471,60.0,0,9.0,6,0,0,4,1,0.0,0.0,35.0,31
5472,23.0,4,10.0,4,6,3,4,1,0.0,0.0,25.0,39
5473,44.0,4,15.0,2,10,4,4,1,99999.0,0.0,65.0,39
5474,54.0,2,9.0,2,8,5,4,0,0.0,0.0,35.0,39
5475,23.0,4,9.0,2,3,4,4,1,0.0,0.0,38.0,39
5476,21.0,4,10.0,4,8,3,4,0,0.0,0.0,10.0,39
5477,19.0,7,10.0,4,10,3,4,1,0.0,0.0,25.0,39
5478,51.0,4,13.0,2,3,4,4,1,0.0,0.0,20.0,39
5479,41.0,4,13.0,2,4,4,4,1,7688.0,0.0,50.0,39
5480,61.0,4,10.0,2,13,4,4,1,15024.0,0.0,18.0,39
5481,19.0,6,6.0,3,1,1,0,0,0.0,0.0,40.0,39
5482,22.0,4,13.0,4,12,3,4,1,0.0,0.0,40.0,39
5483,22.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,39
5484,49.0,4,4.0,2,10,4,4,1,0.0,0.0,32.0,39
5485,35.0,4,6.0,0,7,0,4,1,0.0,0.0,50.0,39
5486,38.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39
5487,29.0,4,9.0,2,10,4,4,1,0.0,0.0,40.0,39
5488,56.0,4,11.0,2,3,4,4,1,0.0,0.0,45.0,39
5489,41.0,4,10.0,0,4,0,4,0,0.0,0.0,80.0,39
5490,62.0,5,14.0,2,12,4,4,1,0.0,0.0,45.0,39
5491,27.0,4,9.0,4,11,3,4,1,0.0,0.0,40.0,24
5492,55.0,0,9.0,0,0,0,4,0,0.0,0.0,40.0,9
5493,25.0,4,9.0,4,12,0,4,1,4416.0,0.0,42.0,39
5494,33.0,4,13.0,2,10,4,4,1,15024.0,0.0,75.0,39
5495,26.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39
5496,43.0,4,9.0,0,7,0,4,1,0.0,0.0,45.0,39
5497,53.0,1,14.0,2,1,4,4,1,0.0,0.0,40.0,39
5498,43.0,4,13.0,0,8,0,4,0,0.0,0.0,40.0,39
5499,56.0,4,9.0,0,3,1,4,1,0.0,0.0,35.0,39
5500,25.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,39
5501,60.0,4,14.0,0,10,2,2,1,0.0,0.0,40.0,39
5502,28.0,4,10.0,4,1,0,4,0,0.0,0.0,40.0,39
5503,21.0,4,9.0,4,7,1,4,1,0.0,0.0,40.0,26
5504,40.0,4,13.0,4,1,1,2,0,2977.0,0.0,40.0,39
5505,29.0,4,9.0,2,3,4,2,1,0.0,0.0,40.0,39
5506,20.0,4,10.0,4,3,3,4,0,0.0,0.0,25.0,39
5507,25.0,4,9.0,2,3,4,4,1,0.0,0.0,80.0,39
5508,18.0,4,7.0,4,12,3,4,0,0.0,0.0,10.0,39
5509,32.0,7,12.0,2,8,4,4,1,0.0,0.0,35.0,39
5510,27.0,4,2.0,4,8,3,3,1,0.0,0.0,35.0,6
5511,48.0,4,9.0,6,7,0,4,0,0.0,0.0,16.0,39
5512,20.0,4,10.0,4,12,3,4,0,0.0,0.0,25.0,39
5513,55.0,4,9.0,0,12,0,4,0,0.0,0.0,40.0,9
5514,33.0,2,13.0,4,10,0,4,0,0.0,0.0,50.0,39
5515,21.0,7,10.0,4,1,3,4,0,0.0,0.0,12.0,39
5516,43.0,6,9.0,2,3,4,4,1,0.0,0.0,30.0,39
5517,35.0,4,10.0,2,7,4,4,1,0.0,0.0,40.0,39
5518,39.0,2,13.0,2,10,4,4,1,0.0,0.0,35.0,39
5519,19.0,4,9.0,4,12,0,1,0,0.0,0.0,40.0,39
5520,25.0,4,9.0,4,8,0,2,0,0.0,0.0,40.0,39
5521,44.0,4,10.0,2,14,4,4,1,0.0,0.0,72.0,39
5522,27.0,4,12.0,4,3,1,4,1,0.0,0.0,40.0,39
5523,39.0,4,9.0,2,1,5,4,0,0.0,0.0,40.0,39
5524,69.0,4,6.0,4,3,2,4,1,0.0,0.0,40.0,39
5525,34.0,4,13.0,4,4,0,1,0,0.0,0.0,40.0,30
5526,20.0,0,10.0,4,0,3,4,1,0.0,0.0,35.0,39
5527,37.0,4,3.0,5,8,1,4,0,0.0,0.0,40.0,39
5528,43.0,2,13.0,0,10,3,4,0,0.0,0.0,39.0,39
5529,62.0,0,9.0,2,0,4,4,1,0.0,0.0,48.0,39
5530,34.0,7,14.0,2,10,5,2,0,0.0,0.0,40.0,39
5531,31.0,6,10.0,2,7,4,4,1,0.0,0.0,48.0,39
5532,42.0,7,16.0,0,10,0,4,0,8614.0,0.0,60.0,39
5533,26.0,4,9.0,0,12,1,4,0,0.0,0.0,30.0,39
5534,39.0,4,10.0,5,8,1,4,0,0.0,0.0,75.0,39
5535,25.0,4,13.0,4,8,3,4,1,0.0,0.0,40.0,39
5536,54.0,2,10.0,2,14,4,2,1,0.0,0.0,30.0,39
5537,44.0,7,14.0,2,10,4,4,1,0.0,0.0,60.0,39
5538,34.0,7,14.0,2,10,4,4,1,7688.0,0.0,38.0,39
5539,21.0,5,10.0,4,4,0,4,1,0.0,0.0,40.0,39
5540,50.0,4,3.0,2,6,4,4,1,0.0,0.0,55.0,0
5541,33.0,4,9.0,4,7,0,4,1,0.0,0.0,40.0,39
5542,40.0,5,12.0,2,4,5,4,0,0.0,0.0,40.0,39
5543,44.0,4,14.0,2,4,4,4,1,0.0,0.0,40.0,39
5544,33.0,2,12.0,0,11,0,4,1,0.0,0.0,56.0,39
5545,21.0,2,10.0,4,1,3,4,1,0.0,0.0,40.0,39
5546,35.0,6,13.0,4,8,0,2,0,0.0,0.0,60.0,39
5547,43.0,4,10.0,2,12,4,4,1,7298.0,0.0,40.0,39
5548,57.0,0,6.0,5,0,0,4,1,0.0,0.0,30.0,39
5549,51.0,2,14.0,2,10,4,4,1,0.0,0.0,45.0,39
5550,29.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
5551,51.0,2,9.0,5,11,0,2,1,0.0,0.0,40.0,39
5552,35.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
5553,18.0,4,7.0,4,12,3,4,1,0.0,0.0,20.0,39
5554,58.0,4,6.0,2,3,4,4,1,0.0,0.0,50.0,39
5555,57.0,5,10.0,2,4,4,4,1,0.0,0.0,40.0,39
5556,19.0,4,9.0,4,12,3,4,0,0.0,0.0,20.0,39
5557,37.0,4,10.0,5,8,1,4,0,0.0,0.0,40.0,39
5558,38.0,4,9.0,2,12,4,4,1,0.0,0.0,44.0,39
5559,45.0,4,10.0,3,1,0,4,0,0.0,0.0,40.0,39
5560,27.0,4,10.0,2,10,4,1,1,0.0,0.0,40.0,1
5561,64.0,0,4.0,6,0,0,4,0,0.0,0.0,40.0,39
5562,38.0,2,10.0,2,11,4,4,1,0.0,0.0,72.0,39
5563,30.0,4,9.0,0,3,0,4,1,0.0,0.0,30.0,39
5564,46.0,4,13.0,2,13,4,4,1,0.0,0.0,40.0,39
5565,18.0,0,6.0,4,0,2,4,0,0.0,0.0,30.0,39
