Income>50K,a,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
1,31243.0,45.0,4.0,13.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,60.0,3.0
0,26342.0,36.0,4.0,9.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,37.0,39.0
0,2320.0,40.0,4.0,10.0,4.0,3.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,13244.0,33.0,4.0,9.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,45.0,24.0
0,27955.0,34.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,11.0
0,9834.0,29.0,4.0,9.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,7670.0,35.0,4.0,9.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,75.0,39.0
0,10376.0,46.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,70.0,39.0
1,2631.0,32.0,4.0,13.0,2.0,13.0,4.0,4.0,1.0,15024.0,0.0,40.0,39.0
0,31019.0,41.0,4.0,9.0,5.0,6.0,0.0,2.0,1.0,0.0,0.0,40.0,39.0
0,20673.0,44.0,4.0,8.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,8765.0,23.0,7.0,10.0,4.0,11.0,3.0,4.0,1.0,0.0,0.0,60.0,39.0
0,21292.0,62.0,5.0,14.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,35.0,39.0
1,5794.0,51.0,4.0,9.0,2.0,11.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,15551.0,43.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,21725.0,68.0,0.0,10.0,2.0,0.0,5.0,4.0,0.0,0.0,2457.0,40.0,39.0
0,19164.0,42.0,4.0,13.0,4.0,12.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,2133.0,27.0,4.0,14.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,25.0,39.0
0,31107.0,27.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,18190.0,52.0,7.0,10.0,2.0,13.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,4541.0,33.0,4.0,9.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,40.0,39.0
1,12376.0,32.0,4.0,13.0,2.0,13.0,4.0,4.0,1.0,0.0,1902.0,40.0,39.0
0,22950.0,20.0,4.0,10.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,10.0,39.0
0,22355.0,29.0,2.0,9.0,4.0,11.0,1.0,4.0,1.0,0.0,0.0,45.0,39.0
0,7252.0,26.0,4.0,13.0,4.0,12.0,0.0,4.0,1.0,0.0,0.0,48.0,39.0
1,21706.0,57.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
1,10937.0,39.0,4.0,13.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,28554.0,26.0,4.0,12.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,36.0,39.0
0,24924.0,69.0,4.0,9.0,6.0,8.0,0.0,4.0,0.0,991.0,0.0,18.0,39.0
0,27265.0,25.0,0.0,9.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
1,2556.0,55.0,4.0,13.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,21251.0,32.0,4.0,12.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
1,18468.0,34.0,4.0,11.0,2.0,10.0,4.0,4.0,1.0,4386.0,0.0,50.0,39.0
0,6247.0,18.0,4.0,6.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,35.0,39.0
0,20054.0,24.0,4.0,9.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19475.0,43.0,7.0,15.0,2.0,10.0,4.0,2.0,1.0,0.0,0.0,40.0,39.0
0,2644.0,19.0,4.0,9.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,2150.0,28.0,4.0,7.0,4.0,7.0,0.0,2.0,1.0,0.0,0.0,40.0,39.0
1,30283.0,34.0,4.0,9.0,2.0,4.0,4.0,4.0,1.0,0.0,1887.0,45.0,39.0
0,26053.0,35.0,4.0,9.0,0.0,14.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,16249.0,30.0,4.0,9.0,0.0,14.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
1,19116.0,25.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19954.0,30.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,9240.0,26.0,4.0,9.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,2452.0,20.0,4.0,6.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,40.0,39.0
1,9091.0,59.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,10696.0,31.0,4.0,8.0,5.0,14.0,1.0,2.0,1.0,0.0,0.0,40.0,39.0
0,3634.0,41.0,4.0,9.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,29897.0,19.0,4.0,6.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,25.0,39.0
0,994.0,35.0,4.0,9.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,45.0,39.0
1,4518.0,61.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,25827.0,40.0,2.0,13.0,0.0,10.0,1.0,4.0,0.0,5455.0,0.0,40.0,39.0
0,6001.0,44.0,4.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,42.0,39.0
0,10560.0,21.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,12806.0,51.0,4.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,21284.0,35.0,4.0,7.0,4.0,3.0,3.0,4.0,1.0,6849.0,0.0,40.0,39.0
0,10454.0,41.0,4.0,10.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,45.0,39.0
0,16854.0,35.0,4.0,8.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
1,17757.0,48.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,14084.0,0.0,40.0,39.0
0,5306.0,29.0,6.0,10.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,55.0,39.0
0,27504.0,51.0,2.0,10.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,7900.0,40.0,0.0,9.0,2.0,0.0,5.0,2.0,0.0,3464.0,0.0,20.0,39.0
0,3631.0,60.0,0.0,9.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,26749.0,64.0,4.0,14.0,4.0,10.0,2.0,4.0,0.0,0.0,0.0,8.0,39.0
0,29809.0,39.0,2.0,13.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,42.0,39.0
1,29627.0,36.0,6.0,9.0,4.0,5.0,0.0,4.0,1.0,0.0,0.0,70.0,39.0
0,20790.0,24.0,7.0,13.0,4.0,7.0,0.0,4.0,1.0,0.0,0.0,35.0,39.0
0,23885.0,40.0,4.0,9.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,29966.0,22.0,4.0,10.0,4.0,10.0,3.0,4.0,1.0,0.0,0.0,50.0,39.0
0,27085.0,18.0,0.0,10.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,30.0,39.0
0,17872.0,41.0,4.0,9.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,50.0,39.0
0,27675.0,39.0,4.0,12.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,45.0,39.0
0,23537.0,25.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,2885.0,0.0,43.0,39.0
0,31961.0,33.0,4.0,8.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
1,23942.0,43.0,4.0,11.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
1,7156.0,36.0,4.0,9.0,4.0,12.0,1.0,4.0,1.0,0.0,0.0,60.0,39.0
1,29265.0,36.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,55.0,39.0
0,19746.0,41.0,4.0,9.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,10186.0,56.0,4.0,13.0,4.0,4.0,0.0,4.0,1.0,14084.0,0.0,45.0,39.0
0,1833.0,42.0,7.0,14.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,38.0,39.0
1,8725.0,48.0,2.0,13.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,50.0,39.0
0,10598.0,30.0,4.0,9.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,30577.0,41.0,7.0,10.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,38.0,39.0
0,29776.0,54.0,6.0,13.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,29690.0,44.0,2.0,13.0,0.0,10.0,1.0,4.0,1.0,0.0,0.0,45.0,39.0
0,20846.0,30.0,4.0,13.0,4.0,13.0,0.0,4.0,0.0,0.0,0.0,72.0,39.0
0,16941.0,37.0,4.0,13.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,50.0,39.0
1,11472.0,34.0,2.0,13.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,9974.0,46.0,2.0,10.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,19536.0,43.0,4.0,10.0,2.0,11.0,4.0,3.0,1.0,0.0,0.0,32.0,39.0
0,22341.0,29.0,4.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,60.0,39.0
0,1009.0,26.0,4.0,10.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,50.0,11.0
0,22004.0,36.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,2458.0,29.0,2.0,10.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,38.0,39.0
0,24623.0,23.0,4.0,10.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,15.0,39.0
0,13061.0,40.0,4.0,5.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,26.0
1,20441.0,44.0,4.0,15.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,55.0,39.0
0,11386.0,29.0,4.0,10.0,4.0,6.0,0.0,2.0,1.0,0.0,0.0,45.0,39.0
0,30175.0,21.0,4.0,12.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,5.0,39.0
0,2957.0,49.0,2.0,14.0,5.0,10.0,1.0,4.0,0.0,0.0,0.0,50.0,39.0
0,15049.0,27.0,5.0,14.0,4.0,14.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,10914.0,22.0,4.0,9.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,80.0,39.0
0,22371.0,36.0,4.0,14.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,5661.0,19.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,1602.0,32.0,39.0
0,65.0,36.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,12378.0,27.0,6.0,9.0,4.0,3.0,1.0,4.0,1.0,9562.0,0.0,50.0,39.0
1,817.0,56.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,7053.0,49.0,6.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,9135.0,57.0,4.0,3.0,4.0,8.0,0.0,4.0,1.0,0.0,0.0,40.0,5.0
1,11962.0,51.0,1.0,13.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,296.0,37.0,5.0,13.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,60.0,39.0
0,25155.0,44.0,4.0,13.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,60.0,39.0
0,13055.0,58.0,4.0,9.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,2515.0,27.0,4.0,7.0,4.0,6.0,2.0,2.0,1.0,0.0,0.0,40.0,39.0
1,30833.0,25.0,4.0,12.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,37.0,19.0
0,11423.0,36.0,4.0,9.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,45.0,0.0
0,12957.0,51.0,4.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,63.0,39.0
1,5282.0,54.0,4.0,10.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,11951.0,48.0,4.0,10.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,40.0,39.0
0,16140.0,34.0,4.0,9.0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,20.0,4.0
0,30473.0,46.0,4.0,4.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,30.0,39.0
1,27837.0,59.0,1.0,9.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,22966.0,35.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,27912.0,25.0,4.0,9.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,28891.0,23.0,0.0,12.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,20.0,39.0
1,14396.0,39.0,6.0,13.0,2.0,10.0,4.0,4.0,1.0,15024.0,0.0,50.0,24.0
0,2814.0,27.0,4.0,13.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,12813.0,19.0,4.0,7.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,16253.0,33.0,4.0,9.0,0.0,6.0,1.0,4.0,1.0,0.0,0.0,30.0,39.0
1,6555.0,34.0,4.0,6.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
1,24454.0,38.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,5178.0,0.0,40.0,39.0
1,7991.0,37.0,4.0,13.0,5.0,10.0,1.0,4.0,0.0,4934.0,0.0,32.0,39.0
1,4258.0,27.0,6.0,12.0,2.0,14.0,4.0,4.0,1.0,7688.0,0.0,70.0,39.0
0,32350.0,53.0,4.0,11.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,31763.0,39.0,4.0,10.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,13816.0,36.0,2.0,13.0,5.0,10.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,5335.0,49.0,4.0,12.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,2372.0,74.0,0.0,5.0,2.0,0.0,4.0,4.0,1.0,3471.0,0.0,40.0,39.0
1,30504.0,36.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,9598.0,50.0,4.0,10.0,0.0,8.0,3.0,4.0,1.0,0.0,0.0,28.0,39.0
0,23775.0,31.0,2.0,9.0,4.0,11.0,0.0,2.0,1.0,0.0,0.0,40.0,39.0
0,18552.0,18.0,4.0,10.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,30.0,39.0
0,11378.0,20.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,30.0,39.0
0,21090.0,76.0,2.0,9.0,2.0,11.0,4.0,4.0,1.0,0.0,0.0,15.0,39.0
1,5220.0,44.0,4.0,13.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,29074.0,26.0,4.0,9.0,4.0,8.0,1.0,2.0,1.0,0.0,0.0,40.0,39.0
0,4442.0,38.0,4.0,13.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,70.0,39.0
0,28742.0,41.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,39.0
0,7833.0,23.0,4.0,9.0,4.0,12.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,25631.0,60.0,4.0,9.0,5.0,8.0,0.0,4.0,0.0,0.0,0.0,25.0,39.0
0,27466.0,68.0,0.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,39.0
0,30275.0,18.0,4.0,9.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,10.0,39.0
0,15695.0,22.0,8.0,9.0,4.0,6.0,3.0,4.0,1.0,4416.0,0.0,40.0,39.0
1,24281.0,34.0,7.0,16.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,50.0,39.0
0,15265.0,58.0,4.0,9.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,20.0,39.0
0,25615.0,20.0,4.0,9.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,25.0,39.0
1,13590.0,49.0,7.0,16.0,0.0,10.0,1.0,4.0,1.0,0.0,0.0,50.0,39.0
0,30495.0,43.0,1.0,14.0,2.0,6.0,4.0,4.0,1.0,5013.0,0.0,12.0,39.0
0,403.0,34.0,4.0,11.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,64.0,39.0
1,6173.0,79.0,4.0,16.0,2.0,10.0,4.0,4.0,1.0,20051.0,0.0,35.0,8.0
0,15872.0,49.0,7.0,13.0,0.0,10.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19462.0,64.0,0.0,9.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,39.0
0,20604.0,23.0,4.0,10.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,17827.0,25.0,4.0,15.0,4.0,10.0,0.0,4.0,0.0,0.0,0.0,8.0,22.0
0,15443.0,27.0,4.0,9.0,2.0,7.0,4.0,1.0,1.0,2885.0,0.0,40.0,25.0
0,4681.0,35.0,6.0,10.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,7894.0,26.0,4.0,1.0,3.0,7.0,0.0,4.0,1.0,0.0,1719.0,40.0,26.0
0,20331.0,22.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,13594.0,42.0,4.0,10.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,40.0,8.0
0,6515.0,61.0,5.0,10.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,9938.0,36.0,0.0,10.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,25.0,39.0
0,32298.0,44.0,4.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
1,19725.0,38.0,6.0,13.0,2.0,10.0,4.0,1.0,1.0,3103.0,0.0,60.0,39.0
0,6279.0,70.0,6.0,15.0,2.0,10.0,4.0,4.0,1.0,0.0,0.0,25.0,39.0
1,10579.0,36.0,4.0,10.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,12280.0,24.0,4.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0
1,5473.0,44.0,4.0,15.0,2.0,10.0,4.0,4.0,1.0,99999.0,0.0,65.0,39.0
1,9142.0,70.0,4.0,9.0,2.0,6.0,4.0,4.0,1.0,0.0,2174.0,40.0,39.0
0,3737.0,18.0,4.0,7.0,4.0,8.0,2.0,2.0,1.0,0.0,0.0,30.0,39.0
1,16601.0,40.0,2.0,13.0,2.0,11.0,4.0,2.0,1.0,0.0,0.0,40.0,39.0
1,15056.0,50.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,27381.0,50.0,1.0,9.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,48.0,39.0
1,14650.0,37.0,6.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,27700.0,44.0,4.0,7.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
1,19850.0,39.0,4.0,9.0,2.0,14.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,28472.0,51.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,0.0,0.0,40.0,26.0
0,2053.0,24.0,4.0,10.0,4.0,12.0,1.0,4.0,1.0,0.0,0.0,50.0,26.0
0,3285.0,19.0,4.0,9.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,20.0,39.0
0,24002.0,41.0,4.0,9.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,50.0,39.0
0,17832.0,66.0,2.0,4.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,20.0,39.0
0,8718.0,29.0,6.0,13.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,50.0,39.0
0,14334.0,73.0,6.0,9.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,36.0,39.0
0,27623.0,25.0,4.0,11.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,40.0,39.0
1,1432.0,32.0,4.0,11.0,0.0,12.0,0.0,4.0,1.0,0.0,0.0,50.0,39.0
0,25704.0,18.0,4.0,10.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,24.0,39.0
0,3525.0,31.0,4.0,9.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,55.0,39.0
0,21553.0,33.0,4.0,9.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,40.0,39.0
0,19961.0,44.0,2.0,16.0,3.0,10.0,1.0,4.0,0.0,0.0,0.0,38.0,39.0
0,19127.0,46.0,4.0,11.0,5.0,10.0,0.0,4.0,1.0,0.0,0.0,40.0,39.0
1,16848.0,39.0,4.0,13.0,6.0,10.0,1.0,4.0,0.0,0.0,0.0,50.0,31.0
0,25134.0,20.0,0.0,10.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,40.0,39.0
0,27017.0,51.0,4.0,12.0,0.0,13.0,0.0,4.0,1.0,0.0,0.0,30.0,39.0
0,21692.0,33.0,4.0,10.0,4.0,12.0,0.0,4.0,0.0,0.0,0.0,40.0,39.0
0,6350.0,37.0,4.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,45.0,39.0
1,28214.0,37.0,6.0,9.0,2.0,12.0,4.0,4.0,1.0,99999.0,0.0,50.0,39.0
0,28907.0,43.0,4.0,13.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,40.0,39.0
0,205.0,18.0,4.0,7.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
0,20264.0,43.0,4.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,40.0,39.0
0,18178.0,20.0,6.0,9.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,30.0,39.0
0,16799.0,29.0,4.0,9.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,38.0,39.0
0,13374.0,33.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,50.0,39.0
0,29152.0,20.0,4.0,10.0,4.0,12.0,3.0,4.0,1.0,0.0,1602.0,15.0,39.0
0,23891.0,49.0,4.0,14.0,3.0,11.0,0.0,1.0,1.0,0.0,0.0,40.0,19.0
0,30687.0,63.0,0.0,6.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,13578.0,22.0,4.0,10.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,40.0,39.0
1,17648.0,27.0,0.0,13.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,24.0,39.0
0,3277.0,35.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,21150.0,40.0,4.0,10.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,19818.0,20.0,4.0,10.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,50.0,39.0
0,6774.0,20.0,4.0,9.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,35.0,39.0
0,10931.0,28.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,50.0,39.0
0,9464.0,55.0,6.0,10.0,2.0,12.0,5.0,4.0,0.0,0.0,0.0,50.0,39.0
0,27898.0,39.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,39.0
1,26261.0,34.0,4.0,9.0,2.0,12.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,21833.0,46.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,24521.0,59.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,12659.0,49.0,5.0,13.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,24796.0,20.0,0.0,10.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,40.0,39.0
1,857.0,59.0,4.0,9.0,2.0,8.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
1,18463.0,74.0,4.0,15.0,2.0,10.0,4.0,4.0,1.0,99999.0,0.0,50.0,39.0
0,31459.0,18.0,4.0,7.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,20.0,39.0
0,20337.0,18.0,3.0,7.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,39.0
0,15951.0,31.0,4.0,9.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,27.0,39.0
1,20216.0,45.0,1.0,10.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,40.0,33.0
1,2196.0,49.0,4.0,10.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,40.0,39.0
0,21175.0,74.0,7.0,10.0,5.0,12.0,0.0,4.0,1.0,0.0,0.0,16.0,39.0
0,12767.0,20.0,4.0,10.0,4.0,10.0,0.0,3.0,0.0,0.0,0.0,20.0,39.0
1,22145.0,36.0,4.0,5.0,2.0,12.0,3.0,4.0,1.0,0.0,0.0,50.0,39.0
1,10550.0,46.0,4.0,14.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,12647.0,27.0,4.0,13.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,45.0,39.0
0,5972.0,42.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,16.0,39.0
0,3003.0,33.0,4.0,10.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,25.0,39.0
0,31044.0,57.0,4.0,3.0,2.0,8.0,4.0,4.0,1.0,0.0,0.0,40.0,22.0
1,17135.0,34.0,4.0,13.0,2.0,8.0,5.0,1.0,0.0,7688.0,0.0,50.0,30.0
0,30949.0,24.0,4.0,9.0,5.0,7.0,1.0,3.0,0.0,0.0,0.0,40.0,39.0
0,5679.0,76.0,0.0,13.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,10.0,39.0
0,30670.0,50.0,4.0,4.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,35.0,0.0
0,23914.0,73.0,4.0,5.0,6.0,8.0,1.0,4.0,0.0,0.0,0.0,9.0,39.0
0,145.0,31.0,4.0,9.0,4.0,14.0,1.0,2.0,0.0,0.0,0.0,30.0,39.0
0,7505.0,53.0,4.0,12.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,40.0,39.0
0,4175.0,49.0,5.0,9.0,5.0,8.0,0.0,4.0,1.0,0.0,0.0,45.0,39.0
0,23132.0,28.0,4.0,10.0,0.0,13.0,0.0,4.0,1.0,0.0,0.0,24.0,39.0
